Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud
441905,9600000000;4479812,2200000000;08/06/2023;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;15;Moto 360;Línea;26;32;Laborables Lunes a viernes de 08:00 a 20:00 ;-3,6852673210;40,4669546560
442171,3700000000;4479867,2600000000;07/06/2023;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;27;Moto 360;Línea;8;10;Laborables Lunes a viernes de 08:00 a 20:00 ;-3,6821418360;40,4674690570
441862,5700000000;4480358,8000000000;21/08/2023;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;16;Moto 360;Línea;9;11;Lab. de Lunes a viernes de 08:00 a 20:00 ;-3,6858291060;40,4718757900
442091,9400000000;4481262,6100000000;30/05/2022;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;CON C/VIEJAS;Moto 360;Línea;13;15;;-3,6832060480;40,4800342510
439975,0500000000;4477885,1900000000;17/12/2022;06  TETUÁN;06-01 BELLAS VISTAS;ARANJUEZ, CALLE, DE;7 B;Moto 360;Línea;8;10;Laborables de lunes a viernes de 8 a 20 h.;-3,7078600780;40,4494580150
440004,2900000000;4478296,3200000000;11/04/2022;06  TETUÁN;06-01 BELLAS VISTAS;CASTILLA, CALLE, DE;45;Moto 360;Batería;3;2,5;;-3,7075540040;40,4531643070
440013,3400000000;4478299,5400000000;11/04/2022;06  TETUÁN;06-01 BELLAS VISTAS;CASTILLA, CALLE, DE;45;Moto 360;Batería;3;2,5;;-3,7074476630;40,4531941000
439926,4300000000;4477781,1800000000;28/03/2017;06  TETUÁN;06-01 BELLAS VISTAS;DOCTOR FEDERICO RUBIO Y GALI, AVENIDA, DEL;7;Moto;Línea;8;9,5;LABORABLES DE 8 A 20H;-3,7084235240;40,4485179050
439829,4900000000;4478030,7400000000;06/09/2022;06  TETUÁN;06-01 BELLAS VISTAS;DOCTOR FEDERICO RUBIO Y GALI, AVENIDA, DEL;25;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7095902960;40,4507591440
439774,3400000000;4478210,6900000000;05/04/2021;06  TETUÁN;06-01 BELLAS VISTAS;DOCTOR FEDERICO RUBIO Y GALI, AVENIDA, DEL;49;Moto;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7102576770;40,4523763750
440126,9100000000;4477738,6500000000;04/11/2022;06  TETUÁN;06-01 BELLAS VISTAS;GARELLANO, CALLE, DE;5;Moto 360;Línea;8;10;laborables de lunes a viernes de 8 a 20 h.;-3,7060555470;40,4481492640
439865,4200000000;4478188,7300000000;30/10/2020;06  TETUÁN;06-01 BELLAS VISTAS;JERONIMA LLORENTE, CALLE, DE;77;Moto;Línea;7;8;laborables de lunes a viernes de 8 a 20 horas;-3,7091815480;40,4521848930
440142,7600000000;4478279,8600000000;13/07/2023;06  TETUÁN;06-01 BELLAS VISTAS;MIGUEL RUBIALES, GLORIETA, DE;1;Moto 360;Batería;8;7,8;laborables de lunes a viernes de 8a 20 horas;-3,7059195270;40,4530255940
439644,0900000000;4478249,0900000000;06/07/2023;06  TETUÁN;06-01 BELLAS VISTAS;PABLO IGLESIAS, AVENIDA, DE;S/N;Moto 360;Línea;11;10;LABORABLES DE LUNES A VIERNES DE 8 A 20H.;-3,7117972720;40,4527128160
440194,8300000000;4478148,8400000000;19/10/2018;06  TETUÁN;06-01 BELLAS VISTAS;SAN RAIMUNDO, CALLE, DE;20;Moto;Línea;13;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7052932270;40,4518496550
440039,7600000000;4478139,1200000000;02/10/2014;06  TETUÁN;06-01 BELLAS VISTAS;SAN RAIMUNDO, CALLE, DE;44;Moto;Línea;6;5;LABORABLES DE 8 A 20 HORAS;-3,7071209620;40,4517507050
440662,7100000000;4477655,0400000000;09/10/2018;06  TETUÁN;06-02 CUATRO CAMINOS;ARTISTAS, CALLE, DE LOS;51;Moto;Línea;4;5,2;;-3,6997296920;40,4474349010
440533,3300000000;4478503,2000000000;12/12/2006;06  TETUÁN;06-02 CUATRO CAMINOS;ASUNCION CASTELL, CALLE, DE;8;Moto;Línea;7;8,5;LABORABLES DE 8 A 20 H.;-3,7013347190;40,4550656100
440765,0900000000;4477623,9400000000;11/06/2013;06  TETUÁN;06-02 CUATRO CAMINOS;AVIADOR ZORITA, CALLE, DEL;4;Moto;Línea;15;16;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6985195480;40,4471613130
440956,8800000000;4477853,1700000000;18/10/2006;06  TETUÁN;06-02 CUATRO CAMINOS;BASILICA, CALLE, DE LA;S/N;Moto;Línea;15;16,2;LABORABLES DE  LUNES A VIERNES DE 8 A 20 H.;-3,6962793980;40,4492406340
441096,8400000000;4478348,6700000000;04/10/2022;06  TETUÁN;06-02 CUATRO CAMINOS;BRASIL, AVENIDA, DE;S/N;Moto 360;Batería;4;5,7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6946749440;40,4537141740
441234,9100000000;4477615,2100000000;11/11/2021;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;73;Moto;Línea;34;34,9;;-3,6929789310;40,4471166230
441310,3400000000;4477641,0800000000;30/06/2015;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;81;Moto;Línea;71;72;;-3,6920918210;40,4473546860
441372,5800000000;4477927,5600000000;30/05/2023;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;89;Moto 360;Línea;38;45,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6913843330;40,4499397000
441377,2200000000;4477985,7900000000;19/06/2023;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;91;Moto 360;Línea;25;29,6;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6913350580;40,4504646440
441379,0200000000;4478132,8800000000;12/11/2012;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;95;Moto;Batería;24;29,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6913274380;40,4517897240
441382,7200000000;4478135,9900000000;12/11/2012;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;95;Moto;Batería;17;20,8;;-3,6912840080;40,4518181420
441409,4800000000;4478380,9900000000;29/06/2023;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;103;Moto 360;Línea;9;10,4;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6909911120;40,4540274100
441400,1300000000;4478093,9800000000;09/04/2015;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;S/N;Moto;Batería;9;10,01;LABORABLES DE LUNES A VIERNES  DE 8 A 20 H;-3,6910748210;40,4514411360
441386,0200000000;4478092,4300000000;06/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;S/N;Moto 360;Línea;18;21,8;LABORABLES DE LUNES A VIERNES DE 8A 20 H.;-3,6912410930;40,4514255520
440501,5700000000;4477716,1900000000;28/12/2021;06  TETUÁN;06-02 CUATRO CAMINOS;CUENCA, CALLE, DE;1;Moto 360;Línea;4;5;Laborables de lunes a viernes de 8 a 20 H.;-3,7016355790;40,4479734240
440882,8900000000;4477630,7300000000;24/01/2023;06  TETUÁN;06-02 CUATRO CAMINOS;EDGAR NEVILLE, CALLE, DE;3;Moto 360;Línea;17;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6971312140;40,4472315580
440909,8500000000;4477801,0900000000;27/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;EDGAR NEVILLE, CALLE, DE;20;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6968290930;40,4487677150
440936,9500000000;4478146,2700000000;29/01/2013;06  TETUÁN;06-02 CUATRO CAMINOS;EDGAR NEVILLE, CALLE, DE;32;Moto;Línea;18;19,5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6965416980;40,4518788760
441098,7300000000;4478280,9500000000;26/10/2006;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;25;Moto;Batería;6;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6946464110;40,4531036300
441096,5100000000;4478186,4300000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;28;Moto 360;Línea;15;18;;-3,6946638280;40,4522523300
441230,8100000000;4478265,0000000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;29;Moto 360;Línea;10;12,3;Lab. de lunes a viernes de 8 a 20 h.;-3,6930873350;40,4529698450
441168,4000000000;4478180,3100000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;34;Moto 360;Línea;6;7,5;SIN HORARIO;-3,6938153930;40,4522020810
441229,9100000000;4478175,4600000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;36;Moto 360;Línea;4;4,3;SIN HORARIO;-3,6930896840;40,4521631770
441349,6300000000;4478165,4800000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;S/N;Moto 360;Línea;8;10,1;SIN HORARIO;-3,6916769420;40,4520811870
440741,0400000000;4478463,3900000000;18/10/2006;06  TETUÁN;06-02 CUATRO CAMINOS;INFANTA MERCEDES, CALLE, DE LA;Fte 18;Moto;Línea;10;11;De Lunes a Viernes de 8 a 20 h.;-3,6988814280;40,4547218920
440571,6900000000;4478307,5700000000;19/03/2019;06  TETUÁN;06-02 CUATRO CAMINOS;JUAN DE OLIAS, CALLE, DE;22;Moto;Línea;5;5,7;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7008639190;40,4533058270
440685,3500000000;4478294,6100000000;19/03/2019;06  TETUÁN;06-02 CUATRO CAMINOS;JUAN DE OLIAS, CALLE, DE;34;Moto;Línea;5;6,2;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6995225680;40,4531977100
441117,7800000000;4477721,5000000000;07/07/2022;06  TETUÁN;06-02 CUATRO CAMINOS;MANUEL GOMEZ-MORENO, PLAZA, DE;S/N;Moto 360;Batería;7;8,8;sin horario;-3,6943698440;40,4480651540
441027,3800000000;4477588,6000000000;07/02/2023;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;2;Moto 360;Línea;21;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6954234560;40,4468623440
441032,8800000000;4477653,2100000000;24/03/2023;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;4;Moto 360;Línea;25;30;LABORABLES DE LUNES A VIERNES DE 8A 20 HORAS;-3,6953646700;40,4474444690
441053,1300000000;4477877,4300000000;18/03/2011;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;14;Moto;Línea;18;20,2;LABORABLES DE LUNES A VIERNES 8 A 20 H.;-3,6951466600;40,4494656350
441047,1400000000;4478053,4500000000;28/01/2015;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;23;Moto;Línea;11;12,2;LABORABLE DE LUNES A VIERNES DE 8 A 20 H.;-3,6952336350;40,4510509520
441074,9600000000;4478156,4600000000;25/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;28;Moto 360;Línea;22;26,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6949151280;40,4519804040
441065,2900000000;4478033,6500000000;13/06/2018;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;22 A;Moto;Línea;8;10,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6950177440;40,4508739080
441041,9000000000;4477733,6800000000;10/07/2023;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;S/N;Moto 360;Línea;20;24,5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6952657780;40,4481701770
441301,3000000000;4478469,6000000000;26/05/2023;06  TETUÁN;06-02 CUATRO CAMINOS;POETA JOAN MARAGALL, CALLE, DEL;6;Moto 360;Batería;6;12,54;LABORABLESDE DE LUNES A VIERNES 8 A 20H.;-3,6922751100;40,4548176340
440657,0700000000;4478724,8000000000;19/03/2019;06  TETUÁN;06-02 CUATRO CAMINOS;SAN GERMÁN, CALLE, DE;45;Moto;Línea;8;10,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,6998961940;40,4570711910
441443,8700000000;4478797,4300000000;27/11/2021;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;121;Moto 360;Línea;12;14,3;Laborables de lunea a viernes de 8 a 20 H.;-3,6906240180;40,4577811430
441444,7100000000;4479014,6300000000;04/06/2007;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;141;Moto;Línea;6;4,68;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6906341020;40,4597374500
441524,3200000000;4479546,0700000000;11/06/2015;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;S/N;Moto;Línea;9;10,5;;-3,6897441260;40,4645305290
441443,7200000000;4478966,3400000000;13/07/2023;06  TETUÁN;06-03 CASTILLEJOS;CUZCO, PLAZA, DE;S/N;Moto 360;Batería;11;12,3;;-3,6906413210;40,4593028050
441456,5300000000;4478982,4900000000;13/07/2023;06  TETUÁN;06-03 CASTILLEJOS;CUZCO, PLAZA, DE;S/N;Moto 360;Batería;3;4,1;;-3,6904916640;40,4594485080
441392,3200000000;4479429,5500000000;05/05/2011;06  TETUÁN;06-03 CASTILLEJOS;ESTEBANEZ CALDERON, CALLE, DE;7;Moto;Batería;18;16,3;;-3,6912903100;40,4634720470
441176,1000000000;4479388,8500000000;16/05/2007;06  TETUÁN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;99;Moto;Línea;4;4,9;LABORABLES LUNES A VIERNES DE 8 A 20 H.;-3,6938366490;40,4630893680
440975,1800000000;4479278,4900000000;16/10/2018;06  TETUÁN;06-03 CASTILLEJOS;LIMONERO, CALLE, DEL;22;Moto;Línea;8;10,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6961961470;40,4620811910
441172,3800000000;4479232,7200000000;25/04/2008;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;68;Moto;Batería;8;10;LABORABLES DE 8 A 20 H.;-3,6938660420;40,4616833300
441115,3000000000;4478899,3200000000;10/05/2007;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;69;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6945084420;40,4586759310
441359,3900000000;4479203,7700000000;30/04/2014;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;48;Moto;Batería;7;8,2;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6916578050;40,4614355830
441380,4300000000;4479461,2000000000;16/12/2006;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;S/N;Moto;Batería;15;16,03;LABORABLES DE 8 A 20 H;-3,6914334350;40,4637557750
441305,7400000000;4478787,9100000000;26/11/2020;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;S/N;Moto;Batería;8;9,7;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6922520770;40,4576855170
441380,6000000000;4479266,9400000000;15/09/2015;06  TETUÁN;06-03 CASTILLEJOS;ROSARIO PINO, CALLE, DE;5;Moto;Batería;8;9,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6914135530;40,4620063630
441302,7900000000;4479292,6700000000;25/04/2023;06  TETUÁN;06-03 CASTILLEJOS;ROSARIO PINO, CALLE, DE;12;Moto 360;Batería;40;27,4;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6923335520;40,4622327390
441214,1000000000;4479282,7500000000;25/03/2011;06  TETUÁN;06-03 CASTILLEJOS;ROSARIO PINO, CALLE, DE;17;Moto;Línea;22;26,2;LABORABLES DE 8 A 20 H.;-3,6933786840;40,4621369400
441064,4800000000;4478653,5000000000;04/06/2007;06  TETUÁN;06-03 CASTILLEJOS;SAN GERMÁN, CALLE, DE;26;Moto;Línea;9;10;LABORABLES DE 8 A 20 H.;-3,6950848380;40,4564573240
441365,0500000000;4478932,7400000000;11/10/2006;06  TETUÁN;06-03 CASTILLEJOS;SOR ANGELA DE LA CRUZ, CALLE, DE;3;Moto;Batería;9;9,4;;-3,6915660750;40,4589947250
441240,9400000000;4479948,2700000000;03/03/2017;06  TETUÁN;06-04 ALMENARA;ASTURIAS, AVENIDA, DE;8;Moto;Batería;8;9,5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6931237180;40,4681341470
440871,1400000000;4480214,7100000000;05/06/2023;06  TETUÁN;06-04 ALMENARA;ASTURIAS, AVENIDA, DE;49;Moto 360;Línea;11;13;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6975103970;40,4705077960
440832,7500000000;4480051,4200000000;07/02/2011;06  TETUÁN;06-04 ALMENARA;DONOSO, PLAZA, DE;3;Moto;Línea;6;8,1;;-3,6979480800;40,4690342640
441140,1100000000;4479665,6000000000;20/06/2023;06  TETUÁN;06-04 ALMENARA;VIÑA VIRGEN, CALLE, DEL;4;Moto 360;Línea;11;10;LABORABLES DE LUNES A VIERNES DE 8A 20 HORAS;-3,6942868800;40,4655807600
440656,5200000000;4479572,7300000000;26/07/2022;06  TETUÁN;06-05 VALDEACEDERAS;FRAY JUNIPERO SERRA, CALLE, DE;31;Moto 360;Batería;4;4,8;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6999820230;40,4647095780
440481,6200000000;4479339,1700000000;31/03/2021;06  TETUÁN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;38;Moto;Línea;10;12,1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7020228980;40,4625930720
440201,9900000000;4479986,9000000000;25/05/2023;06  TETUÁN;06-05 VALDEACEDERAS;PANDO, CALLE, DE;4;Moto 360;Línea;6;6,57;Lab. de lunes a viernes de 8 a 20 h.;-3,7053820350;40,4684080780
440265,6500000000;4479867,2400000000;04/08/2022;06  TETUÁN;06-05 VALDEACEDERAS;PEDRO MEDRANO, CALLE, DE;1;Moto 360;Línea;4;5;;-3,7046198870;40,4673339540
439994,1800000000;4479978,8200000000;21/04/2022;06  TETUÁN;06-05 VALDEACEDERAS;REYES AIZQUIBEL, CALLE, DE;7 B;Moto 360;Línea;6;4,7;;-3,7078323470;40,4683197280
439810,9500000000;4478801,7400000000;10/09/2020;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;4;Moto;Línea;4;5;;-3,7098820460;40,4577033360
440142,8300000000;4478682,6100000000;05/03/2021;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;48;Moto;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7059567690;40,4566536770
439960,6200000000;4478697,0200000000;04/03/2021;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;62;Moto;Línea;8;10,01;LAB DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7081070800;40,4567702170
440495,5900000000;4478772,4700000000;27/01/2021;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;2;Moto;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,7018050600;40,4574885340
440256,2800000000;4478672,3800000000;09/03/2021;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;25;Moto;Línea;11;12,8;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7046178820;40,4565703690
440234,5100000000;4479477,4200000000;31/03/2021;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;97;Moto;Línea;6;7,06;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7049504260;40,4638202900
440089,2800000000;4479025,7200000000;17/05/2021;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;4;Moto;Línea;2;2,3;;-3,7066207130;40,4597406020
440101,0000000000;4478952,7800000000;03/06/2019;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;2;Moto;Línea;9;10,7;;-3,7064755830;40,4590842780
439399,5300000000;4476014,4100000000;20/07/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;24;Moto 360;Línea;9;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7144681150;40,4325634950
439621,3900000000;4475838,5700000000;27/03/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;9;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7118358890;40,4309961680
439628,4900000000;4475937,9900000000;23/03/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;17;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7117616910;40,4318919880
439672,4900000000;4476541,9400000000;10/04/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;61;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7113002310;40,4373354880
439223,3700000000;4476737,7600000000;23/03/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;65;Moto 360;Batería;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,7166140130;40,4390676540
439642,5400000000;4476316,1000000000;04/08/2021;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;60;Moto 360;Línea;8;8,8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7116319160;40,4352989100
439490,9400000000;4475897,3600000000;28/07/2023;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;12;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7133793230;40,4315158980
439501,5400000000;4476054,4700000000;12/08/2021;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;26;Moto 360;Línea;9;10;LABORABLES DE LUNES A  VIERNES DE 8 A 20 H.;-3,7132693720;40,4329321930
439512,4500000000;4476221,1500000000;18/10/2022;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;34;Moto 360;Línea;11;13;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7131566140;40,4344341440
439077,7300000000;4476276,4800000000;02/11/2022;07  CHAMBERÍ;07-01 GAZTAMBIDE;ISAAC PERAL, CALLE, DE;2;Moto 360;Línea;22;24;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7182868210;40,4349008190
439091,8200000000;4476374,7800000000;06/10/2022;07  CHAMBERÍ;07-01 GAZTAMBIDE;ISAAC PERAL, CALLE, DE;8;Moto 360;Línea;13;14;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7181301740;40,4357878150
440046,6500000000;4476062,7900000000;05/05/2023;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;10;Moto 360;Batería;9;5,8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7068437650;40,4330466130
440057,7400000000;4476031,6600000000;31/01/2023;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;13;Moto 360;Batería;;9;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7067100940;40,4327668370
439958,6100000000;4476044,1300000000;07/10/2022;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;14 D;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7078799020;40,4328717460
440121,5800000000;4476683,1800000000;21/06/2022;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;3;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7060188210;40,4386406860
439991,4100000000;4475762,0700000000;27/06/2023;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;1;Moto 360;Línea;9;10;;-3,7074665130;40,4303334280
440043,1600000000;4476170,0800000000;07/02/2019;07  CHAMBERÍ;07-02 ARAPILES;ESCOSURA, CALLE, DE;2;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20H.;-3,7068951020;40,4340130780
440128,3800000000;4476280,4500000000;24/09/2020;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;16;Moto;Línea;8;9,9;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7059006770;40,4350135770
439738,6000000000;4475757,9600000000;26/06/2023;07  CHAMBERÍ;07-02 ARAPILES;GALILEO, CALLE, DE;2;Moto 360;Línea;11;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7104464090;40,4302779660
439750,4300000000;4476000,2100000000;24/02/2023;07  CHAMBERÍ;07-02 ARAPILES;GALILEO, CALLE, DE;25;Moto 360;Línea;9;9,51;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7103299270;40,4324612790
439754,1100000000;4476072,1200000000;26/06/2023;07  CHAMBERÍ;07-02 ARAPILES;GALILEO, CALLE, DE;34;Moto 360;Línea;10;12;LABORABLE DE LUNES A VIERNES DE 8 A 20 H.;-3,7102934300;40,4331098100
440184,1600000000;4475964,9100000000;20/11/2012;07  CHAMBERÍ;07-02 ARAPILES;MAGALLANES, CALLE, DE;2;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7052134140;40,4321745710
440169,5700000000;4476024,7200000000;04/08/2023;07  CHAMBERÍ;07-02 ARAPILES;MAGALLANES, CALLE, DE;3;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7053910310;40,4327122340
440150,2600000000;4476379,8900000000;27/09/2023;07  CHAMBERÍ;07-02 ARAPILES;MAGALLANES, CALLE, DE;29;Moto 360;Línea;9;11,6;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7056521850;40,4359106570
440238,0300000000;4476137,1500000000;14/05/2019;07  CHAMBERÍ;07-02 ARAPILES;QUEVEDO, GLORIETA, DE;5 B;Moto;Batería;8;12,01;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7045945620;40,4337304380
440151,0200000000;4475892,6100000000;02/02/2023;07  CHAMBERÍ;07-02 ARAPILES;RODRIGUEZ SAN PEDRO, CALLE, DE;2;Moto 360;Línea;13;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7055972380;40,4315213990
