num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S000005;01/01/2024;2:45:00;AVDA. POBLADOS, 80;80;11;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;436.808.870;4.469.483.778;N;NULL
2024S000010;01/01/2024;7:20:00;CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;440.192.679;4.474.773.260;N;NULL
2024S000010;01/01/2024;7:20:00;CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440.192.679;4.474.773.260;N;NULL
2024S000012;01/01/2024;8:05:00;CALL. MARIA ODIAGA, 20;20;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;437.001.874;4.470.045.546;N;NULL
2024S000012;01/01/2024;8:05:00;CALL. MARIA ODIAGA, 20;20;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;437.001.874;4.470.045.546;N;NULL
2024S000013;01/01/2024;7:35:00;CALL. CONDE DE PEÑALVER / CALL. PADILLA;64;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442.700.310;4.475.969.738;N;NULL
2024S000013;01/01/2024;7:35:00;CALL. CONDE DE PEÑALVER / CALL. PADILLA;64;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.700.310;4.475.969.738;N;NULL
2024S000015;01/01/2024;7:35:00;PASEO. CASTELLANA, 33;33;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.548.551;4.475.930.630;N;NULL
2024S000015;01/01/2024;7:35:00;PASEO. CASTELLANA, 33;33;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;VMU eléctrico;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;441.548.551;4.475.930.630;S;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;439.703.142;4.479.106.448;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.703.142;4.479.106.448;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.703.142;4.479.106.448;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.703.142;4.479.106.448;N;NULL
2024S000022;01/01/2024;12:25:00;CALL. SERRANO, 203;203;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442.267.627;4.478.258.082;N;NULL
2024S000022;01/01/2024;12:25:00;CALL. SERRANO, 203;203;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442.267.627;4.478.258.082;N;NULL
2024S000025;01/01/2024;15:45:00;CALL. GENERAL RICARDOS / CALL. PARRA;159;11;CARABANCHEL;Alcance;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;437.822.093;4.471.072.507;N;NULL
2024S000025;01/01/2024;15:45:00;CALL. GENERAL RICARDOS / CALL. PARRA;159;11;CARABANCHEL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;437.822.093;4.471.072.507;N;NULL
2024S000027;01/01/2024;16:30:00;CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS;2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.731.537;4.470.986.332;N;NULL
2024S000027;01/01/2024;16:30:00;CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS;2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;437.731.537;4.470.986.332;N;NULL
2024S000028;01/01/2024;16:30:00;CALL. AURORA IGLESIAS, 11;11;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;443.496.334;4.472.304.961;S;NULL
2024S000029;01/01/2024;16:35:00;CMNO. VIEJO DE VICALVARO / AUTOV. M-40;7;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.084.032;4.472.971.824;N;NULL
2024S000029;01/01/2024;16:35:00;CMNO. VIEJO DE VICALVARO / AUTOV. M-40;7;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;447.084.032;4.472.971.824;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 15 a 17 años;Mujer;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;441.147.383;4.472.906.803;N;NULL
2024S000033;01/01/2024;15:15:00;CALL. ALMERIA, 8;8;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443.832.086;4.475.666.662;N;NULL
2024S000033;01/01/2024;15:15:00;CALL. ALMERIA, 8;8;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443.832.086;4.475.666.662;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.124.541;4.476.636.545;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.124.541;4.476.636.545;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Más de 74 años;Mujer;NULL;NULL;439.124.541;4.476.636.545;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;448.374.924;4.472.779.044;S;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448.374.924;4.472.779.044;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448.374.924;4.472.779.044;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448.374.924;4.472.779.044;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448.374.924;4.472.779.044;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448.374.924;4.472.779.044;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;439.122.081;4.480.402.894;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 65 a 69 años;Mujer;14;Sin asistencia sanitaria;439.122.081;4.480.402.894;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.122.081;4.480.402.894;N;NULL
2024S000038;01/01/2024;21:05:00;AVDA. PLANETARIO, 36;36;2;ARGANZUELA;Alcance;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;441.696.622;4.471.195.697;N;NULL
2024S000038;01/01/2024;21:05:00;AVDA. PLANETARIO, 36;36;2;ARGANZUELA;Alcance;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.696.622;4.471.195.697;N;NULL
2024S000039;01/01/2024;22:05:00;AVDA. MENENDEZ PELAYO, 20;20;3;RETIRO;Colisión lateral;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442.360.904;4.473.140.670;N;NULL
2024S000039;01/01/2024;22:05:00;AVDA. MENENDEZ PELAYO, 20;20;3;RETIRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.360.904;4.473.140.670;N;NULL
2024S000041;01/01/2024;23:30:00;AVDA. LOS ROSALES / CALL. CORINDON;19;12;USERA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441.384.888;4.468.726.005;N;NULL
2024S000041;01/01/2024;23:30:00;AVDA. LOS ROSALES / CALL. CORINDON;19;12;USERA;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441.384.888;4.468.726.005;N;NULL
2024S000042;01/01/2024;22:55:00;CALL. MENDEZ ALVARO, 16;16;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.302.198;4.473.059.789;N;NULL
2024S000042;01/01/2024;22:55:00;CALL. MENDEZ ALVARO, 16;16;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;De 21 a 24 años;Mujer;NULL;NULL;441.302.198;4.473.059.789;N;NULL
2024S000044;01/01/2024;23:35:00;CALL. JOSE ORTEGA Y GASSET, 98;98;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;443.064.769;4.475.662.300;N;NULL
2024S000044;01/01/2024;23:35:00;CALL. JOSE ORTEGA Y GASSET, 98;98;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;De 45 a 49 años;Mujer;NULL;NULL;443.064.769;4.475.662.300;N;NULL
2024S000054;01/01/2024;11:10:00;CALL. PAMPLONA, 15;15;6;TETUÁN;Colisión lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;440.234.173;4.478.376.188;N;NULL
2024S000054;01/01/2024;11:10:00;CALL. PAMPLONA, 15;15;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440.234.173;4.478.376.188;N;NULL
2024S000070;01/01/2024;22:02:00;CALL. MARSELLA / CALL. ZURICH;29;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Otros vehículos sin motor;Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;448.269.717;4.474.626.410;N;NULL
2024S000070;01/01/2024;22:02:00;CALL. MARSELLA / CALL. ZURICH;29;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;448.269.717;4.474.626.410;N;NULL
2024S000045;02/01/2024;6:20:00;CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE;2;5;CHAMARTÍN;Colisión lateral;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441.829.203;4.480.261.003;N;NULL
2024S000045;02/01/2024;6:20:00;CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE;2;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.829.203;4.480.261.003;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;445.775.097;4.469.683.604;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445.775.097;4.469.683.604;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445.775.097;4.469.683.604;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Peatón;De 50 a 54 años;Mujer;3;Ingreso superior a 24 horas;445.775.097;4.469.683.604;N;NULL
2024S000055;02/01/2024;9:15:00;PASEO. IMPERIAL, 20;20;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;De 65 a 69 años;Hombre;NULL;NULL;439.146.537;4.473.244.982;N;NULL
2024S000055;02/01/2024;9:15:00;PASEO. IMPERIAL, 20;20;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;439.146.537;4.473.244.982;N;NULL
2024S000056;02/01/2024;7:54:00;AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS;0;21;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;449.848.973;4.482.595.779;N;NULL
2024S000056;02/01/2024;7:54:00;AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS;0;21;BARAJAS;Atropello a persona;Despejado;Turismo;Peatón;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;449.848.973;4.482.595.779;N;NULL
2024S000057;02/01/2024;9:20:00;PASEO. EXTREMADURA, 302;302;10;LATINA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;435.233.897;4.472.479.716;N;NULL
2024S000057;02/01/2024;9:20:00;PASEO. EXTREMADURA, 302;302;10;LATINA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;435.233.897;4.472.479.716;S;NULL
2024S000058;02/01/2024;9:45:00;GTA. LOZARES / AVDA. REAL DE PINTO;0;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.897.376;4.465.732.640;N;NULL
2024S000061;02/01/2024;9:07:00;AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607;83;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.792.866;4.482.314.924;N;NULL
2024S000062;02/01/2024;11:20:00;AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE;4;21;BARAJAS;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450.731.231;4.478.203.726;N;NULL
2024S000062;02/01/2024;11:20:00;AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE;4;21;BARAJAS;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;450.731.231;4.478.203.726;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 65 a 69 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.787.522;4.475.429.946;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;441.787.522;4.475.429.946;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441.787.522;4.475.429.946;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.799.899;4.473.956.117;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Maquinaria de obras;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438.799.899;4.473.956.117;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Maquinaria de obras;Pasajero;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.799.899;4.473.956.117;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.696.484;4.477.203.645;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.696.484;4.477.203.645;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Todo terreno;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;447.696.484;4.477.203.645;N;NULL
2024S000068;02/01/2024;13:30:00;CALL. CERRO DE LA ALCAZABA, 11;11;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442.997.067;4.470.674.756;N;NULL
2024S000068;02/01/2024;13:30:00;CALL. CERRO DE LA ALCAZABA, 11;11;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;442.997.067;4.470.674.756;N;NULL
2024S000071;02/01/2024;16:15:00;CALL. SAN ANTOLIN, 1;1;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;436.451.122;4.470.140.781;N;NULL
2024S000071;02/01/2024;16:15:00;CALL. SAN ANTOLIN, 1;1;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 70 a 74 años;Hombre;NULL;NULL;436.451.122;4.470.140.781;N;NULL
2024S000075;02/01/2024;17:30:00;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN / CALL. CARAMUEL;4;10;LATINA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.057.187;4.472.792.298;N;NULL
2024S000076;02/01/2024;17:50:00;CALL. GENERAL RICARDOS / CALL. SAN PATRICIO;107;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;Autobús articulado;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;438.402.260;4.471.551.978;N;NULL
